text,sentiment
"A family (mother-Patricia Clarkson, father-Jake Weber, son-Erik Per Sullivan) go out for a family get together in some remote house in the middle of winter. They accidentally hit a deer while driving there. This angers some of the locals--especially Otis (John Speredakos) and things slowly (VERY slowly) go wrong.<br /><br />I was expecting the worst when I started watching this. The bulk of the reviews for this, on this site, are extremely negative. Well...I disagree. First off it's NOT a horror film. The horror doesn't even begin until the closing 30 minutes. It plays more like a family drama with horror elements thrown in. On that level, it's pretty damn good.<br /><br />First--the bad stuff: The pace is WAY too slow; Jake Weber is a horrible actor; WAY too many false dream sequence scares; the wendigo barely figures into the film and the clear view we get of the wendigo at the end is laughable.<br /><br />The good stuff: Pretty good dramatic script; Clarkson is excellent as the mother; some great direction with eerie sound effects which are a little scary; a pretty explicit hot sex sequence between Clarkson and Weber (which actually is necessary for the integrity of the plot!); pretty good acting by Sullivan (only 10 at the time!) and Speredakos and a completely unexpected tragic ending.<br /><br />I think many people are annoyed with this film because it's being pushed as a horror film--which it isn't. So, if you can ignore that, I think you might like it. I'm giving it a 7.",pos
"Pam Grier stars as Coffy. She's a nurse who seeks revenge, on the drug dealers who got her sister hooked on bad heroine. Like any 70s Blaxploitation flick, you can expect to see the racist bad guys get their just desserts. <br /><br />There were scores of these films made during the 70s, and they were really demeaning to both black and white audiences alike. This is mainly due to the vicious racial hostility in these films, and the degrading, stereotypical characters. Especially the female characters. <br /><br />Other common threads between Coffy, and other films of its type, include brutal violence, corrupt cops, car chases, a generous abundance of nudity, and sex-crazed gorgeous women. Not to mention urban ghettos populated by drug-dealers, pimps, mobsters, and other criminal scum.<br /><br />Pam Grier, was the undisputed queen of 70s Blaxploitation heroines. She was magnificent, being both tough-as-nails, and drop-dead gorgeous. Like in her other films, Pam outshines the other characters, in Coffy. In fact, Pam is so charismatic on screen, that these sorts of films are unwatchable, without her as the main character. <br /><br />If you like Pam Grier, you're better off seeing her other films, like Foxy Brown, or perhaps Friday Foster. These films have much less empty sleaze, than Coffy does. Pam's character in Coffy, degrades herself way too much to get the bad guys. Pam's characters in her other Blaxploitation films, don't stoop as low to get revenge, as Coffy did. <br /><br />I'd say, only watch Coffy, if you're unable to see any of Pam Grier's other films. Otherwise, Coffy is a waste of time. Only Pam's talent as an actress, makes viewing Coffy bearable.",neg
"Strained comedy, a sketch-like revue which was initially a vehicle to showcase one-time radio star Jack Pearl but is now best remembered as America's introduction to The Three Stooges. Actually, Larry, Curly and Moe are billed alongside comic Ted Healy as Ted Healy and his Three Stooges. Although the supporting cast features Jimmy Durante (who is completely wasted on dim material) and ZaSu Pitts, the only audience for the film these days are Stooges-addicts, and even they won't find much to applaud here. Incredibly loud and overbearing, it shows how far Hollywood had to go to reach a certain level of slapstick sophistication. *1/2 from ****",neg
"The best Treasure Island ever made. They just don't make films<br /><br />like this anymore, or ever. No one makes films like this. More<br /><br />than a novelty, this film is funny, frank and fascinating, yet moody,<br /><br />mysterious and morose. This is one of my favorite pictures. The<br /><br />director must have had some idea what it is all about, but he<br /><br />certainly leaves room for your own impressions and interpretations, while leaving little left to the imagination. Why he<br /><br />has not made more films like this, I have no idea. While<br /><br />reminding me of some of the best noir, it is one of a kind. But this<br /><br />is not for the lazy or simple.",pos
"Contrary to my principles, let me first come up with a conclusion, because I have just seen this piece of ""art"", and still am under strong impressions. The reader is asked to excuse my stronger vocabulary.<br /><br />Well, this movie is absolutely horrible, and I would never bother to write a single word about it, if it were not for the fact that ""44 Minutes"" made me sick to death, which rarely happens to me. The fact that I paid for that does not exactly makes me feel better, as well as the fact the movie deserved the high user rating here.<br /><br />So what is wrong with the movie? It has a fashionable title - ""44 Minutes"". One first thinks about ""15 Minutes"", which is by the way a much better movie, but still bad in my book, and indeed the two can be compared to some extent. But, as luck would have it, the things they share are their worst characteristics. They both feature Mr. Oleg Taktarov, who with his strong Russian accent obviously meets the popular expectations and prejudices. His purpose is to appeal to the Cold War mind. Ah, do we miss the good old times. Now, I don't imply that he is a bad actor, I am yet to judge his true performance, but he is simply not a true individual here, he is more like an archetype. How anyone can still indulge in such things is completely beyond my comprehension. We can recognize modern American xenophobia here. The point in the movie when Taktarov explains to his companion that Romanians are not Germans, and that they are in America is truly laughable. Are we to assume that the greatest desire of the wretched duo is to become ""true"" Americans? <br /><br />Then, there is the media issue. Yes, it seems that the most of what we learn comes from cameras, interviews and reporters. The director should have made us feel the rhythm of the presumed 44 minutes. Instead he bores us with interviews throughout the movie like in a cheap TV show, trying to reinvent the wheel. In 15 Minutes the issue of media is the central one.The point is presented in a way a teacher addresses an obtuse student, but that deserves a separate comment, we are focusing on 44 Minutes now. So, I have been trying to identify the purpose of this movie. What is it? To provide good time for the audience? To glorify weapons? To glorify police? Portray violence? Oh yes, the officer gives the Bible to the underage delinquent. So it must promote peace and understanding after all? I don't think so, but don't ask me. I only know I didn't enjoy any of this.<br /><br />Ah, Michael Madsen. I admit, I am a big fan. I hoped he would be a bright point, but I was wrong. It's not his fault though. <br /><br />As the final note, comparing ""firepower"" to ""willpower"" at the end of the movie was one of the worst lines I have ever heard.<br /><br />To summarize, on the scale 1-10, I give it a pure, unadulterated 1.",neg
"... to not live in Montana and especially not to live there at the end of the 19th century.<br /><br />""A river runs through it"" certainly is a well made movie from a cineastic stand-point. Great landscapes, Redford acting well.<br /><br />Unfortunately, the story is bad (if there is a story at all).<br /><br />I felt sorry for the narrator / author, who is as dry, narrow-minded a character as his father, a preacher. Being driven, not driving his own life, he is left to watch his brother, who is also caged in the small town environment, losing his life. The author never even comes close to undestand his brother's motivations, but at least realizes, that he is lacking the slightest amount of homour / fun. All there is, is fly-fishing, where he follows even as an old man the style of his father.<br /><br />The end is not surprising, it is forseeable from the very beginning.<br /><br />Definitely NOT a must-see (3 / 10)<br /><br />",neg
"Besides the fact that my list of favorite movie makers is: 1)Stanley Kubrick 2)God Allmighty 3)the rest... this movie actually is better than the book (and the TV miniseries though this is an easy feat, considering the director). The flawless filming stile, the acting and (Kubrick's all time number one skill) the music - make it THE masterpiece of horror. I watched the TV miniseries a few years ago and liked the story and I had my hopes about this when I got a hold of it. IT BLEW ME AWAY!!! It is far better than I ever imagined it. It starts slow (Kubrick trademark) and has a lot of downtime that builds up the suspense. The intro scene is a classic by all means and I watched it about 20 times just for the shear atmosphere it induces to the whole film. Also the film doesn't offer a lot of gore (it has just enough and it is by no means tasteless) a trend that I hate in recent day horror films. Just watch it!",pos
"The Western society has been fed ideas about India being a poor country. Movies like these only make those beliefs stronger. Such illustrations make it all the more difficult for Indians to be accepted abroad. Agreed there are poor and homeless in India, but why is there no representation of educated people if not the successful ones.<br /><br />I totally hated the idea of the movie portraying Patrick Swayze as another Mother Teressa. In my opinion this movie has shown India in a very bad light giving wrong notions. It is unjust to discuss only one aspect of the society. Exactly the reason why people ask me, ""When we go to India, can we hire an elephant right outside the airport so we do not have to walk on the roads so full of filth and snakes?""<br /><br />Those who want a second opinion on contemporary Indian society should watch ""Monsoon Wedding"".",neg
"The plot is rocky. The acting is somewhere south of a Jr. High School play. The cinematography is not bad but it looks like it was cut with a machete. I couldn't decide of this was an intentionally hokey flick or if the people behind it actually thought they were making a good film. Think Death Valley Days meets Mayberry RFD. People running around in a 'lawless' modern town wearing quick-draw 6 gun rigs. It has more than its fair share of 'cutsey' stuff. Picture the Good Guys pulling up to an old farm house, and parking the Ford Mustang right in front of a hitching rail. Picture the clerk in a hotel watching an obviously western (hemisphere) movie sporting a Japanese sound track but with English sub-titles. It's all really strange but might be improved if watching it while partaking in a little peyote. It's a real curiosity with modern parallels to every western movie cliché you can think of. There's even a modern version of the good hearted dance-hall girl, AND a twanging Jew's-harp in the soundtrack. Really! If someone brings this to your home for a Saturday night movie session, tell 'em your DVD player died.",neg
"In this movie the year 2022 looks much like the seventies. This is amusing at first, but soon the viewer perceives how very different that decadent futuristic world is despite the appearances, how many things that we take for granted could become unavailable.<br /><br />Characters often interact in a peculiar way, with no tact or manners or respect. I believe this is intentional, not bad acting. After all, who witnessed the social changes in the 60s and 70s may well assume that by 2022 an overpopulated city's inhabitants behave like that.<br /><br />I didn't like most of the action scenes, apart the death of the priest: too cheap even for the seventies. The plot isn't too polished. But the great scenes and ideas - like the death of Sol, the way rioters and dead bodies are dealt with, the ""furniture"" - outweigh the shortcomings of this film.<br /><br />8 out of 10.",pos
